;id;day;airline;destination;dest_region;dest_size;boarding_area;dept_time;wait_min;no_pass;cleanliness;safety;satisfaction
2454;2355;Wednesday;UNITED;AUSTIN;Midwest US;Medium;Gates 70-90;31.12.2018;180.0;105;Somewhat clean;Somewhat safe;1
2455;2803;Tuesday;SOUTHWEST;PHOENIX;West US;    Hub;Gates 20-39;31.12.2018;90.0;290;Clean;Very safe;1
2457;2305;Wednesday;QANTAS;SYDNEY;Australia/New Zealand;    Hub;Gates 1-12;31.12.2018;195.0;221;Somewhat clean;Very safe;0
2458;1156;Tuesday;SOUTHWEST;SAN DIEGO;West US;Medium;Gates 20-39;31.12.2018;59.99999999999989;276;Somewhat clean;Somewhat safe;0
2459;1447;Wednesday;FRONTIER;DENVER;West US;    Hub;Gates 20-39;01.01.2018;209.0;106;Clean;Somewhat safe;0
2460;553;Thursday;ALASKA;SEATTLE;West US;Hub;Gates 50-59;31.12.2018;75.0;246;Somewhat clean;Somewhat safe;1
2461;2927;Friday;TURKISH AIRLINES;ISTANBUL;Middle East;Hub;Gates 91-102;31.12.2018;195.0;187;Somewhat clean;Very safe;1
2462;3003;Wednesday;AMERICAN;MIAMI;East US;Hub;Gates 50-59;31.12.2018;328.0;286;Clean;Somewhat safe;1
2463;1128;Thursday;DELTA;MINNEAPOLIS-ST. PAUL;Midwest US;Hub;Gates 40-48;31.12.2018;165.0;113;Clean;Somewhat safe;1
2464;3209;Tuesday;UNITED;SANTA BARBARA;West US;Small     ;Gates 70-90;31.12.2018;35.0;254;Average;Somewhat safe;0
2466;586;Thursday;JETBLUE;BOSTON;East US;Large;Gates 1-12;31.12.2018;147.0;160;Somewhat clean;Very safe;1
2467;1763;Monday;LUFTHANSA;MUNICH;Europe;Hub;Gates 91-102;31.12.2018;205.0;132;Clean;Very safe;1
2468;275;Thursday;UNITED;LOS ANGELES;West US;Hub;Gates 70-90;31.12.2018;82.0;224;Average;Somewhat safe;0
2469;2587;Tuesday;JETBLUE;BOSTON;East US;Large;Gates 1-12;31.12.2018;127.0;134;Somewhat clean;Somewhat safe;0
2470;326;Thursday;UNITED;BURBANK;West US;Small     ;Gates 70-90;31.12.2018;100.0;276;Somewhat clean;Very safe;1
2471;305;Wednesday;SOUTHWEST;LOS ANGELES;West US;Hub;Gates 20-39;31.12.2018;115.0;202;Somewhat clean;Somewhat safe;1
2472;2373;Tuesday;JETBLUE;FT. LAUDERDALE;East US;Large;Gates 1-12;31.12.2018;121.0;237;Clean;Somewhat safe;1
2473;1015;Friday;AIR CANADA;VANCOUVER;Canada/Mexico;Medium;Gates 91-102;31.12.2018;122.0;203;Average;Somewhat safe;0
2474;904;Friday;AIR CANADA;TORONTO;Canada/Mexico;    Hub;Gates 91-102;31.12.2018;120.0;206;Average;Neutral;0
2475;2303;Tuesday;UNITED;SAN ANTONIO;Midwest US;Medium;Gates 70-90;31.12.2018;120.0;113;Clean;Neutral;1
2476;599;Thursday;JETBLUE;BOSTON;East US;Large;Gates 1-12;31.12.2018;162.0;127;Average;Very safe;0
2477;1363;Tuesday;UNITED INTL;PARIS-DE GAULLE;eur;Hub     ;Gates 91-102;31.12.2018;195.0;252;Somewhat clean;Very safe;1
2478;1715;Sunday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;31.12.2018;105.0;297;Clean;Somewhat safe;1
2479;1565;Wednesday;UNITED INTL;HONG KONG;Asia;Hub;Gates 91-102;31.12.2018;89.9999999999999;211;Average;Somewhat safe;1
2480;2441;Tuesday;UNITED;HONOLULU;West US;Medium;Gates 70-90;31.12.2018;180.0;136;Somewhat clean;Somewhat safe;1
2481;428;Sunday;UNITED;INDIANAPOLIS;Midwest US;Medium;Gates 60-69;31.12.2018;353.0;152;Somewhat clean;Somewhat safe;1
2482;1842;Monday;TURKISH AIRLINES;ISTANBUL;middle east;Hub     ;Gates 91-102;31.12.2018;255.0;122;Average;Neutral;1
2483;877;Tuesday;ALASKA;SEATTLE;West US;Hub;Gates 50-59;31.12.2018;85.0;298;Somewhat clean;Very safe;1
2484;1589;Thursday;SOUTHWEST;LOS ANGELES;West US;    Hub;Gates 20-39;31.12.2018;110.0;123;Clean;Somewhat safe;1
2485;850;Tuesday;AMERICAN;DALLAS-FT. WORTH;Midwest US;Hub;Gates 50-59;31.12.2018;145.0;149;Somewhat clean;Somewhat safe;1
2486;3241;Wednesday;AMERICAN;PHOENIX;West US;Hub;Gates 50-59;31.12.2018;94.99999999999979;204;Clean;Very safe;1
2487;1819;Sunday;ALASKA;RALEIGH-DURHAM;East US;Medium;Gates 50-59;31.12.2018;190.0;277;Somewhat clean;Very safe;1
2489;2915;Thursday;DELTA;SEATTLE;West US;Hub;Gates 40-48;31.12.2018;145.0;205;Somewhat clean;Very safe;0
2490;1095;Tuesday;SOUTHWEST;SAN DIEGO;West US;    Medium;Gates 20-39;31.12.2018;255.0;157;Somewhat clean;Very safe;1
2491;1993;Tuesday;UNITED;BALTIMORE;East US;Medium;Gates 60-69;31.12.2018;95.0000000000001;207;Clean;Very safe;1
2492;1267;Thursday;UNITED INTL;TOKYO-NARITA;Asia;Hub;Gates 91-102;31.12.2018;30.0000000000001;126;Average;Neutral;1
2493;2233;Wednesday;AER LINGUS;DUBLIN;Europe;Large;Gates 91-102;31.12.2018;200.0;230;Somewhat clean;Somewhat safe;1
2494;1309;Thursday;JETBLUE;NEW YORK-JFK;East US;Hub;Gates 1-12;31.12.2018;96.0;177;Average;Somewhat safe;1
2495;517;Sunday;UNITED;FT. LAUDERDALE;EAST US;Large     ;Gates 60-69;31.12.2018;105.0;295;Clean;Very safe;1
2496;615;Tuesday;ALASKA;WASHINGTON DC-DULLES;EAST US;    Medium;Gates 50-59;31.12.2018;245.0;122;Clean;Very safe;1
2497;2350;Tuesday;DELTA;MINNEAPOLIS-ST. PAUL;Midwest US;Hub;Gates 40-48;31.12.2018;95.0000000000001;192;Somewhat clean;Very safe;1
2498;3027;Thursday;ALASKA;SEATTLE;West US;Hub;Gates 50-59;31.12.2018;64.9999999999999;227;Average;Somewhat safe;1
2501;2174;Wednesday;FRONTIER;DENVER;West US;Hub;Gates 20-39;31.12.2018;133.0;217;Somewhat clean;Very safe;1
2502;1089;Thursday;DELTA;MINNEAPOLIS-ST. PAUL;Midwest US;Hub;Gates 40-48;31.12.2018;105.0;126;Somewhat clean;Somewhat safe;1
2503;1539;Wednesday;AIR CHINA;BEIJING;Asia;    Hub;Gates 91-102;31.12.2018;110.0;187;Clean;Very safe;1
2504;528;Thursday;ALASKA;PUERTO VALLARTA;Canada/Mexico;Small;Gates 50-59;31.12.2018;90.0;287;Somewhat clean;Somewhat safe;1
2505;474;Sunday;UNITED;DENVER;West US;Hub;Gates 70-90;31.12.2018;861.0;154;Somewhat clean;Somewhat safe;1
2506;1204;Tuesday;SOUTHWEST;LAS VEGAS;West US;Hub;Gates 20-39;31.12.2018;75.0000000000001;248;Somewhat clean;Very safe;1
2507;892;Tuesday;ALASKA;RALEIGH-DURHAM;East US;Medium;Gates 50-59;31.12.2018;205.0;182;Somewhat clean;Very safe;1
2508;2601;Tuesday;JETBLUE;BOSTON;East US;Large;Gates 1-12;31.12.2018;97.0;256;Clean;Very safe;0
2509;1846;Monday;TURKISH AIRLINES;ISTANBUL;middle east;Hub     ;Gates 91-102;31.12.2018;145.0;198;Clean;Somewhat safe;1
2510;628;Tuesday;ALASKA;WASHINGTON DC-DULLES;East US;Medium;Gates 50-59;31.12.2018;125.0;192;Clean;Very safe;1
2511;2156;Wednesday;FRONTIER;DENVER;West US;    Hub;Gates 20-39;31.12.2018;128.0;144;Somewhat clean;Somewhat safe;0
2512;2175;Wednesday;FRONTIER;DENVER;West US;Hub;Gates 20-39;31.12.2018;93.0000000000001;204;Clean;Somewhat safe;1
2513;1867;Tuesday;UNITED;LOS ANGELES;West US;Hub;Gates 60-69;31.12.2018;150.0;281;Somewhat clean;Somewhat safe;1
2514;457;Sunday;ALASKA;LAS VEGAS;West US;Hub;Gates 50-59;31.12.2018;150.0;142;Clean;Very safe;1
2517;1063;Friday;AIR CANADA;CALGARY;Canada/Mexico;    Medium;Gates 91-102;31.12.2018;355.0;189;Average;Neutral;0
2518;1183;Tuesday;SOUTHWEST;LAS VEGAS;West US;    Hub;Gates 20-39;31.12.2018;85.0;206;Average;Very safe;0
2519;1943;Saturday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;31.12.2018;185.0;263;Somewhat clean;Very safe;0
2520;1619;Thursday;VIRGIN ATLANTIC;LONDON HEATHROW;Europe;Hub;Gates 1-12;31.12.2018;125.0;292;Somewhat clean;Somewhat safe;0
2521;2923;Thursday;DELTA;SEATTLE;West US;Hub;Gates 40-48;31.12.2018;45.0;163;Average;Neutral;1
2522;1327;Tuesday;UNITED INTL;SHANGHAI;Asia;    Hub;Gates 91-102;31.12.2018;200.0;282;Clean;Very safe;1
2523;3031;Tuesday;AMERICAN;DALLAS-FT. WORTH;Midwest US;Hub;Gates 50-59;31.12.2018;110.0;164;Clean;Very safe;1
2525;796;Wednesday;AMERICAN;LOS ANGELES;West US;Hub;Gates 50-59;31.12.2018;130.0;130;Clean;Very safe;1
2526;255;Friday;AIR CANADA;TORONTO;Canada/Mexico;Hub;Gates 91-102;31.12.2018;235.0;275;Clean;Very safe;1
2527;1871;Sunday;ALASKA;KAHULUI;West US;Small;Gates 50-59;31.12.2018;65.0000000000003;288;Somewhat clean;Very safe;0
2528;2591;Tuesday;JETBLUE;BOSTON;East US;Large;Gates 1-12;31.12.2018;117.0;100;Clean;Somewhat safe;1
2529;3137;Sunday;ALASKA;NEWARK;East US;Hub;Gates 50-59;31.12.2018;90.0;112;Somewhat clean;Somewhat safe;1
2530;2076;Friday;JETBLUE;LONG BEACH;West US;Small;Gates 1-12;31.12.2018;59.00000000000011;115;Somewhat clean;Somewhat safe;1
2531;489;Sunday;ALASKA;PORTLAND;West US;Medium;Gates 50-59;31.12.2018;208.0;225;Somewhat clean;Very safe;1
2532;2419;Wednesday;AIR NEW ZEALAND;AUCKLAND;Australia/New Zealand;Medium;Gates 91-102;31.12.2018;155.0;276;Clean;Very safe;1
2533;2910;Friday;TURKISH AIRLINES;ISTANBUL;Middle East;Hub;Gates 91-102;31.12.2018;141.0;276;Somewhat clean;Somewhat safe;1
2535;2513;Saturday;UNITED;NEWARK;East US;Hub;Gates 70-90;31.12.2018;150.0;117;Clean;Very safe;1
2536;2002;Friday;AIR FRANCE/KLM;PARIS-DE GAULLE;eur;Hub     ;Gates 1-12;31.12.2018;185.0;244;Somewhat clean;Very safe;1
2537;3274;Tuesday;UNITED;LAS VEGAS;West US;Hub;Gates 70-90;31.12.2018;130.0;295;Somewhat clean;Somewhat safe;1
2538;1224;Tuesday;SOUTHWEST;LAS VEGAS;West US;Hub;Gates 20-39;31.12.2018;55.00000000000011;156;Average;Somewhat safe;0
2539;924;Friday;AIR CANADA;TORONTO;Canada/Mexico;    Hub;Gates 91-102;31.12.2018;180.0;266;Clean;Very safe;0
2541;3197;Sunday;CATHAY PACIFIC;HONG KONG;Asia;Hub;Gates 1-12;01.01.2018;180.0;278;Clean;Very safe;1
2543;1781;Saturday;UNITED;RALEIGH-DURHAM;East US;Medium;Gates 70-90;31.12.2018;150.0;181;Clean;Very safe;1
2544;3077;Tuesday;UNITED;SPOKANE;West US;Small;Gates 70-90;31.12.2018;217.0;142;Somewhat clean;Very safe;1
2545;606;Thursday;JETBLUE;BOSTON;East US;Large;Gates 1-12;31.12.2018;132.0;293;Clean;Somewhat safe;0
2546;1412;Saturday;UNITED;KANSAS CITY;Midwest US;Medium;Gates 70-90;31.12.2018;270.0;239;Average;Somewhat safe;0
2547;2699;Tuesday;SOUTHWEST;DENVER;West US;    Hub;Gates 20-39;31.12.2018;170.0;191;Average;Neutral;1
2548;2792;Thursday;DELTA;SALT LAKE CITY;West US;Medium;Gates 40-48;31.12.2018;125.0;112;Somewhat clean;Very safe;1
2549;296;Thursday;UNITED;SAN DIEGO;West US;    Medium;Gates 70-90;31.12.2018;62.00000000000011;201;Clean;Very safe;1
2550;2819;Thursday;DELTA;LOS ANGELES;West US;Hub;Gates 40-48;31.12.2018;160.0;209;Somewhat clean;Somewhat safe;1
2551;1869;Sunday;ALASKA;KAHULUI;West US;Small;Gates 50-59;31.12.2018;205.0;297;Somewhat clean;Very safe;1
2552;1778;Saturday;UNITED;RALEIGH-DURHAM;East US;Medium;Gates 70-90;31.12.2018;180.0;171;Somewhat clean;Somewhat safe;1
2553;1545;Thursday;DELTA;NEW YORK-JFK;EAST US;    Hub;Gates 40-48;31.12.2018;405.0;232;Average;Neutral;0
2554;2746;Thursday;DELTA;ATLANTA;EAST US;    Hub;Gates 40-48;31.12.2018;30.0000000000001;100;Clean;Very safe;1
2555;669;Thursday;UNITED;NEWARK;East US;Hub;Gates 70-90;31.12.2018;105.0;122;Average;Somewhat safe;1
2557;984;Friday;LUFTHANSA;MUNICH;Europe;Hub;Gates 91-102;31.12.2018;175.0;228;Clean;Very safe;1
2558;1111;Thursday;DELTA;MINNEAPOLIS-ST. PAUL;Midwest US;Hub;Gates 40-48;31.12.2018;165.0;226;Clean;Somewhat safe;1
2559;2253;Wednesday;WOW;REYKJAVIK;eur;    Small;Gates 91-102;31.12.2018;175.0;286;Somewhat clean;Somewhat safe;0
2560;3285;Wednesday;SOUTHWEST;DENVER;West US;Hub;Gates 20-39;31.12.2018;65.0;120;Clean;Neutral;1
2561;2559;Saturday;JETBLUE;BOSTON;East US;Large;Gates 1-12;31.12.2018;135.0;107;Clean;Very safe;1
2563;1332;Tuesday;UNITED INTL;SHANGHAI;Asia;Hub;Gates 91-102;31.12.2018;125.0;138;Somewhat clean;Very safe;0
2564;525;Thursday;ALASKA;PUERTO VALLARTA;Canada/Mexico;Small;Gates 50-59;31.12.2018;180.0;143;Average;Somewhat safe;1
2565;2365;Tuesday;JETBLUE;FT. LAUDERDALE;East US;Large;Gates 1-12;31.12.2018;121.0;276;Somewhat clean;Somewhat safe;1
2566;867;Tuesday;AMERICAN;DALLAS-FT. WORTH;Midwest US;Hub;Gates 50-59;31.12.2018;145.0;166;Somewhat clean;Neutral;1
2567;392;Friday;ALASKA;LOS ANGELES;West US;Hub;Gates 50-59;31.12.2018;59.99999999999989;258;Clean;Very safe;1
2568;2401;Wednesday;UNITED INTL;SYDNEY;Australia/New Zealand;Hub;Gates 91-102;31.12.2018;175.0;233;Average;Neutral;1
2569;1122;Tuesday;SOUTHWEST;SAN DIEGO;West US;Medium;Gates 20-39;31.12.2018;120.0;119;Somewhat clean;Somewhat safe;1
2571;2176;Wednesday;FRONTIER;DENVER;West US;Hub;Gates 20-39;31.12.2018;153.0;293;Average;Very safe;0
2572;2522;Friday;ALASKA;SALT LAKE CITY;West US;Medium;Gates 1-12;31.12.2018;390.0;116;Clean;Somewhat safe;1
2573;2594;Saturday;INTERJET;GUADALAJARA;Canada/Mexico;Medium;Gates 1-12;31.12.2018;135.0;252;Somewhat clean;Somewhat safe;1
2574;2140;Wednesday;AIR CANADA;VANCOUVER;Canada/Mexico;Medium;Gates 91-102;31.12.2018;245.0;143;Somewhat clean;Somewhat safe;1
2575;2087;Friday;JETBLUE;LONG BEACH;West US;Small;Gates 1-12;31.12.2018;169.0;150;Clean;Very safe;1
2576;1207;Tuesday;SOUTHWEST;LAS VEGAS;West US;Hub;Gates 20-39;31.12.2018;175.0;220;Somewhat clean;Somewhat safe;0
2577;581;Thursday;JETBLUE;BOSTON;East US;Large;Gates 1-12;31.12.2018;102.0;298;Clean;Very safe;1
2578;2855;Tuesday;UNITED;SEATTLE;West US;Hub;Gates 70-90;31.12.2018;67.0000000000001;213;Somewhat clean;Very safe;1
2579;2450;Friday;UNITED;CHICAGO-O'HARE;Midwest US;Hub     ;Gates 60-69;31.12.2018;169.0;128;Average;Very safe;0
2580;2900;Sunday;WOW;REYKJAVIK;eur;    Small;Gates 1-12;31.12.2018;145.0;148;Somewhat clean;Somewhat safe;0
2581;2163;Wednesday;FRONTIER;DENVER;West US;Hub;Gates 20-39;31.12.2018;213.0;253;Clean;Very safe;1
2582;2817;Thursday;DELTA;LOS ANGELES;West US;Hub;Gates 40-48;31.12.2018;130.0;129;Somewhat clean;Neutral;0
2583;1655;Saturday;EMIRATES;DUBAI;Middle East;Hub;Gates 1-12;31.12.2018;315.0;255;Average;Somewhat safe;0
2584;608;Thursday;JETBLUE;BOSTON;East US;Large;Gates 1-12;31.12.2018;132.0;245;Somewhat clean;Somewhat safe;1
2585;2757;Wednesday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;31.12.2018;330.0;284;Somewhat clean;Neutral;1
2587;1365;Tuesday;UNITED INTL;PARIS-DE GAULLE;eur;Hub     ;Gates 91-102;31.12.2018;195.0;137;Somewhat clean;Somewhat safe;1
2588;2141;Wednesday;FRONTIER;DENVER;West US;Hub;Gates 20-39;31.12.2018;153.0;254;Clean;Somewhat safe;1
2589;1800;Monday;UNITED INTL;LONDON HEATHROW;Europe;Hub;Gates 91-102;31.12.2018;185.0;129;Clean;Very safe;1
2590;3143;Thursday;DELTA;SALT LAKE CITY;West US;    Medium;Gates 40-48;31.12.2018;74.9999999999999;264;Somewhat clean;Very safe;1
2591;2378;Tuesday;JETBLUE;FT. LAUDERDALE;East US;Large;Gates 1-12;31.12.2018;101.0;138;Somewhat clean;Very safe;1
2592;197;Wednesday;AMERICAN;LOS ANGELES;West US;Hub;Gates 50-59;31.12.2018;130.0;279;Somewhat clean;Somewhat safe;1
2593;1288;Tuesday;UNITED INTL;LONDON HEATHROW;Europe;Hub;Gates 91-102;31.12.2018;380.0;170;Somewhat clean;Very safe;1
2594;287;Thursday;UNITED;BALTIMORE;East US;Medium;Gates 70-90;31.12.2018;584.0;299;Somewhat clean;Somewhat safe;1
2595;409;Sunday;UNITED;HOUSTON-BUSH;Midwest US;Hub;Gates 70-90;31.12.2018;71.9999999999999;262;Somewhat clean;Somewhat safe;1
2596;1680;Saturday;CATHAY PACIFIC;HONG KONG;Asia;Hub;Gates 1-12;31.12.2018;182.0;159;Clean;Very safe;1
2597;736;Wednesday;CATHAY PACIFIC;HONG KONG;Asia;Hub;Gates 1-12;31.12.2018;215.0;111;Somewhat clean;Somewhat safe;1
2598;1040;Friday;AIR CANADA;CALGARY;Canada/Mexico;    Medium;Gates 91-102;31.12.2018;295.0;237;Clean;Very safe;1
2599;1995;Tuesday;UNITED;BALTIMORE;East US;Medium;Gates 60-69;31.12.2018;125.0;273;Average;Somewhat safe;0
2600;889;Friday;AIR CANADA;TORONTO;Canada/Mexico;Hub     ;Gates 91-102;31.12.2018;330.0;275;Clean;Very safe;1
2601;626;Tuesday;ALASKA;WASHINGTON DC-DULLES;East US;Medium;Gates 50-59;31.12.2018;155.0;212;Clean;Very safe;1
2602;1188;Tuesday;SOUTHWEST;LAS VEGAS;West US;Hub;Gates 20-39;31.12.2018;59.99999999999989;122;Clean;Very safe;1
2603;2124;Friday;JETBLUE;LONG BEACH;West US;Small;Gates 1-12;31.12.2018;124.0;244;Clean;Very safe;1
2604;1788;Saturday;UNITED;RALEIGH-DURHAM;East US;Medium;Gates 70-90;31.12.2018;90.0;296;Clean;Very safe;1
2605;1736;Monday;AIR CANADA;TORONTO;Canada/Mexico;    Hub;Gates 91-102;31.12.2018;210.0;255;Somewhat clean;Neutral;0
2606;509;Sunday;ALASKA;PORTLAND;West US;Medium;Gates 50-59;31.12.2018;77.9999999999999;271;Somewhat clean;Very safe;1
2607;1106;Thursday;DELTA;MINNEAPOLIS-ST. PAUL;Midwest US;Hub;Gates 40-48;31.12.2018;125.0;250;Somewhat clean;Very safe;1
2608;1454;Wednesday;UNITED;LAS VEGAS;West US;Hub     ;Gates 60-69;31.12.2018;112.0;239;Clean;Very safe;1
2609;391;Friday;ALASKA;INDIANAPOLIS;Midwest US;Medium;Gates 50-59;31.12.2018;130.0;217;Clean;Very safe;1
2610;1974;Tuesday;UNITED;BALTIMORE;East US;Medium;Gates 60-69;31.12.2018;95.0000000000001;216;Somewhat clean;Very safe;1
2611;583;Thursday;ALASKA;SEATTLE;West US;Hub;Gates 50-59;31.12.2018;85.0;263;Somewhat clean;Very safe;1
2612;2251;Wednesday;WOW;REYKJAVIK;eur;    Small;Gates 91-102;31.12.2018;295.0;144;Somewhat clean;Somewhat safe;1
2613;1888;Wednesday;SINGAPORE AIRLINES;SINGAPORE;Asia;Hub;Gates 91-102;31.12.2018;180.0;293;Somewhat clean;Somewhat safe;1
2614;1976;Tuesday;UNITED;BALTIMORE;East US;Medium;Gates 60-69;31.12.2018;95.0000000000001;232;Somewhat clean;Somewhat safe;1
2615;2290;Wednesday;WOW;REYKJAVIK;eur;    Small;Gates 91-102;31.12.2018;155.0;206;Clean;Very safe;1
2616;1966;Tuesday;UNITED;BALTIMORE;East US;Medium;Gates 60-69;31.12.2018;125.0;193;Clean;Somewhat safe;1
2617;3284;Wednesday;SOUTHWEST;DENVER;West US;Hub;Gates 20-39;31.12.2018;95.0;294;Somewhat clean;Somewhat safe;0
2618;405;Sunday;UNITED;HOUSTON-BUSH;Midwest US;Hub;Gates 70-90;31.12.2018;97.0;218;Somewhat clean;Somewhat safe;1
2619;1441;Wednesday;UNITED;LAS VEGAS;West US;    Hub;Gates 60-69;31.12.2018;302.0;112;Somewhat clean;Very safe;0
2620;2031;Friday;BRITISH AIRWAYS;LONDON HEATHROW;eur;    Hub;Gates 1-12;31.12.2018;180.0;169;Average;Somewhat safe;0
2621;3287;Wednesday;SOUTHWEST;DENVER;West US;Hub;Gates 20-39;31.12.2018;65.0;255;Somewhat clean;Very safe;1
2622;101;Tuesday;UNITED;WASHINGTON DC-DULLES;EAST US;Medium     ;Gates 70-90;31.12.2018;140.0;282;Somewhat clean;Somewhat safe;0
2623;985;Friday;LUFTHANSA;MUNICH;Europe;Hub;Gates 91-102;31.12.2018;475.0;134;Somewhat clean;Somewhat safe;1
2624;1837;Monday;TURKISH AIRLINES;ISTANBUL;middle east;Hub     ;Gates 91-102;31.12.2018;225.0;113;Somewhat clean;Somewhat safe;1
2625;1047;Friday;AIR CANADA;CALGARY;Canada/Mexico;    Medium;Gates 91-102;31.12.2018;325.0;174;Somewhat clean;Very safe;1
2626;779;Wednesday;AMERICAN;LOS ANGELES;West US;Hub;Gates 50-59;31.12.2018;120.0;101;Clean;Very safe;1
2627;2704;Tuesday;SOUTHWEST;DENVER;West US;Hub;Gates 20-39;31.12.2018;79.0;284;Somewhat clean;Very safe;1
2628;761;Sunday;ALASKA;NEW YORK-JFK;East US;Hub;Gates 50-59;31.12.2018;75.0;198;Average;Very safe;0
2630;852;Tuesday;ALASKA;PORTLAND;West US;    Medium;Gates 50-59;31.12.2018;154.0;240;Somewhat clean;Somewhat safe;1
2631;1791;Saturday;UNITED;RALEIGH-DURHAM;East US;Medium;Gates 70-90;31.12.2018;145.0;128;Somewhat clean;Neutral;0
2632;1961;Friday;CATHAY PACIFIC;HONG KONG;Asia;Hub;Gates 1-12;31.12.2018;170.0;146;Somewhat clean;Somewhat safe;0
2633;2707;Thursday;DELTA;LOS ANGELES;West US;Hub;Gates 40-48;31.12.2018;145.0;103;Somewhat clean;Very safe;0
2634;375;Friday;ALASKA;LOS ANGELES;West US;    Hub;Gates 50-59;31.12.2018;55.0;241;Somewhat clean;Somewhat safe;1
2635;2947;Wednesday;SOUTHWEST;LOS ANGELES;West US;Hub;Gates 20-39;31.12.2018;100.0;142;Clean;Very safe;1
2636;1172;Thursday;DELTA;NEW YORK-JFK;East US;Hub;Gates 40-48;31.12.2018;90.0;247;Clean;Very safe;1
2637;2581;Tuesday;JETBLUE;BOSTON;East US;Large;Gates 1-12;31.12.2018;77.0;262;Clean;Very safe;1
2638;1312;Tuesday;UNITED INTL;LONDON HEATHROW;Europe;Hub;Gates 91-102;31.12.2018;670.0;117;Somewhat clean;Somewhat safe;1
2640;827;Sunday;ALASKA;SEATTLE;West US;Hub;Gates 50-59;31.12.2018;165.0;153;Clean;Very safe;0
2641;2115;Monday;UNITED INTL;MEXICO CITY;Canada/Mexico;Hub;Gates 91-102;31.12.2018;370.0;114;Somewhat clean;Very safe;1
2642;469;Sunday;ALASKA;PORTLAND;West US;Medium     ;Gates 50-59;31.12.2018;148.0;291;Clean;Very safe;1
2643;3272;Tuesday;UNITED;LAS VEGAS;West US;    Hub;Gates 70-90;31.12.2018;130.0;174;Average;Somewhat safe;0
2644;378;Friday;ALASKA;SAN JOSE DEL CABO;Canada/Mexico;Small;Gates 50-59;31.12.2018;135.0;140;Clean;Somewhat safe;1
2646;2407;Wednesday;AIR NEW ZEALAND;AUCKLAND;Australia/New Zealand;Medium     ;Gates 91-102;31.12.2018;580.0;122;Clean;Very safe;1
2647;1491;Wednesday;HAWAIIAN AIR;HONOLULU;West US;Medium;Gates 1-12;31.12.2018;150.0;282;Somewhat clean;Somewhat safe;1
2648;1512;Wednesday;DELTA;LOS ANGELES;West US;Hub;Gates 40-48;31.12.2018;135.0;296;Average;Very safe;0
2649;3004;Wednesday;AMERICAN;MIAMI;East US;Hub;Gates 50-59;31.12.2018;118.0;172;Clean;Somewhat safe;1
2651;212;Wednesday;AMERICAN;LOS ANGELES;West US;Hub;Gates 50-59;31.12.2018;100.0;283;Somewhat clean;Very safe;1
2652;505;Sunday;ALASKA;PORTLAND;West US;Medium;Gates 50-59;31.12.2018;133.0;176;Average;Somewhat safe;1
2653;252;Friday;AIR CANADA;TORONTO;Canada/Mexico;    Hub;Gates 91-102;31.12.2018;100.0;247;Clean;Very safe;1
2654;2804;Tuesday;SOUTHWEST;PHOENIX;West US;Hub;Gates 20-39;31.12.2018;70.0000000000001;297;Somewhat clean;Somewhat safe;0
2655;2665;Friday;UNITED;RALEIGH-DURHAM;East US;Medium;Gates 60-69;31.12.2018;75.0;212;Clean;Neutral;1
2656;2093;Thursday;AMERICAN;PHILADELPHIA;EAST US;    Large;Gates 50-59;31.12.2018;87.0;178;Somewhat clean;Very safe;1
2657;2029;Friday;BRITISH AIRWAYS;LONDON HEATHROW;Europe;Hub;Gates 1-12;31.12.2018;240.0;190;Somewhat clean;Very safe;1
2658;2725;Thursday;DELTA;LOS ANGELES;West US;Hub;Gates 40-48;31.12.2018;145.0;193;Average;Neutral;0
2659;3226;Thursday;ALASKA;PORTLAND;West US;Medium;Gates 50-59;31.12.2018;190.0;147;Somewhat clean;Somewhat safe;1
2660;2417;Wednesday;AIR NEW ZEALAND;AUCKLAND;Australia/New Zealand;Medium;Gates 91-102;31.12.2018;160.0;101;Clean;Somewhat safe;1
2661;1382;Tuesday;UNITED INTL;PARIS-DE GAULLE;Europe;Hub;Gates 91-102;31.12.2018;165.0;235;Somewhat clean;Very safe;1
2662;2736;Wednesday;AIR FRANCE/KLM;PARIS-DE GAULLE;eur;    Hub;Gates 1-12;31.12.2018;390.0;189;Clean;Very safe;0
2663;2821;Thursday;DELTA;LOS ANGELES;West US;Hub;Gates 40-48;31.12.2018;160.0;269;Clean;Somewhat safe;1
2664;3244;Wednesday;AMERICAN;PHOENIX;West US;Hub;Gates 50-59;31.12.2018;94.99999999999979;288;Clean;Very safe;1
2665;2980;Thursday;UNITED;NASHVILLE;Midwest US;Medium;Gates 70-90;31.12.2018;160.0;256;Somewhat clean;Very safe;1
2666;2058;Friday;UNITED;NEWARK;East US;Hub;Gates 70-90;31.12.2018;120.0;109;Somewhat clean;Somewhat safe;1
2667;1463;Tuesday;ALASKA;NEW YORK-JFK;East US;Hub;Gates 50-59;31.12.2018;310.0;287;Clean;Very safe;1
2668;2850;Tuesday;UNITED;SEATTLE;West US;Hub;Gates 70-90;31.12.2018;97.0000000000001;189;Somewhat clean;Very safe;1
